SITENO,SITENAME,CATEGORY,AGENCY,LONGDD,LATDD,SITEURL
2335815,"CHATTAHOOCHEE RIVER BELOW MORGAN FALLS DAM, GA",ST,USGS,-84.3827778,33.96805556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335815
2335810,"CHATTAHOOCHEE RIVER AT MORGAN FALLS DAM, GA",LK,USGS,-84.3827778,33.9683333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335810
2336360,"NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA",ST,USGS,-84.37888889,33.86916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336360
3559500,"OCOEE RIVER AT COPPERHILL, TN",ST,USGS,-84.3765897,34.99146908,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03559500
2391095,"ETOWAH RIVER AT COKER CHAPEL RD, NR BALLGROUND, GA",ST,USGS,-84.3760357,34.29592747,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02391095
2344478,"SHOAL CREEK AT SHOAL CREEK ROAD, NEAR GRIFFIN, GA",ST,USGS,-84.3627778,33.25694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02344478
2203655,"SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA",ST,USGS,-84.3579807,33.67899706,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203655
2335757,"BIG CREEK BELOW HOG WALLOW CREEK AT ROSWELL, GA",ST,USGS,-84.3533333,34.0175,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335757
2336340,"NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA",ST,USGS,-84.34525,33.89775,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336340
2336120,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",ST,USGS,-84.342703,33.83149307,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336120
2336240,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",ST,USGS,-84.3406944,33.8030833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336240
2203700,"INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA",ST,USGS,-84.3304798,33.6889966,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203700
2336106,"N FK PEACHTREE CR AT BRIARWOOD RD, NR ATLANTA, GA",ST,USGS,-84.3219444,33.84166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336106
2336104,"NF P'TREE CR TRIB AT BUFORD HWY, NR ATLANTA, GA",ST,USGS,-84.3215911,33.84954808,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336104
2335450,"CHATTAHOOCHEE RIVER ABOVE ROSWELL, GA",ST,USGS,-84.3160356,33.98593369,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335450
2336321,"TRIB TO NANCY CRK AT PEACHFORD DR, NR DUNWOODY, GA",ST,USGS,-84.30388889,33.9233333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336321
2336093,"N FK PEACHTREE CR TRB AT DRESDEN DR, NR ATLANTA,GA",ST,USGS,-84.2947222,33.87,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336093
2203831,"DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA",ST,USGS,-84.2921944,33.70569444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203831
23362095,"BURNT FORK CR AT MILLWOOD WAY NEAR CLARKSTON, GA",ST,USGS,-84.2747222,33.82138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=023362095
2335405,"CHATTAHOOCHEE R 0.47 MI DS GA140, ALPHARETTA, GA",ST,USGS,-84.27,33.9733333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335405
2335700,"BIG CREEK NEAR ALPHARETTA, GA",ST,USGS,-84.2694444,34.05055556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335700
2335400,"CHATTAHOOCHEE R 0.39 MI DS GA140, ALPHARETTA, GA",ST,USGS,-84.26888889,33.97305556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335400
2335350,"CROOKED CREEK NEAR NORCROSS, GA",ST,USGS,-84.2647222,33.965,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335350
2390140,"SETTINGDOWN CREEK NEAR BALL GROUND, GA",ST,USGS,-84.2635319,34.2931497,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02390140
23362075,"BURNT FORK CREEK AT MONTREAL RD, NEAR TUCKER, GA",ST,USGS,-84.2569444,33.83527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=023362075
2203863,"SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA",ST,USGS,-84.25388889,33.69319444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203863
2390063,"YELLOW CREEK AT COWART ROAD, NEAR MATT, GA",ST,USGS,-84.2518641,34.35675998,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02390063
2336152,"SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA",ST,USGS,-84.2479722,33.81044444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336152
2335347,"CROOKED CREEK TRIBUTARY 2, NEAR NORCROSS, GA",ST,USGS,-84.2451994,33.9567675,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335347
2204285,"PATES CREEK NEAR FLIPPEN, GA",ST,USGS,-84.245,33.4925,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204285
2336147,"TRB S FK P'TREE CR AB TWN BRTHRS LK NR TUCKER, GA",ST,USGS,-84.2444444,33.82916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336147
2390064,"YELLOW CREEK NEAR HIGHTOWER, GA",ST,USGS,-84.2413082,34.3459269,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02390064
3558000,"TOCCOA RIVER NEAR DIAL, GA",ST,USGS,-84.24,34.79,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03558000
2336149,"S FK PEACHTREE CR AT WILD CIRCLE NR CLARKSTON, GA",ST,USGS,-84.2397222,33.8172222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336149
2203873,"COBBS CREEK AT RAINBOW DR, NEAR DECATUR, GA",ST,USGS,-84.2391667,33.70941667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203873
2211375,"CABIN CREEK AT NORTH SECOND STREET, NR GRIFFIN, GA",ST,USGS,-84.23638889,33.27166667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02211375
2336146,"SF PEACHTREE CR AT BROCKETT RD, NR CLARKSTON, GA",ST,USGS,-84.2326987,33.82454848,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336146
2346310,"POTATO CREEK AT COUNTY LINE RD, NR ORCHARD HILL,GA",ST,USGS,-84.2294444,33.1872222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02346310
2336141,"TRB TO S FK PEACHTREE CR AT FRANKS DR NR TUCKER,GA",ST,USGS,-84.2252778,33.8308333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336141
2336030,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA",ST,USGS,-84.225,33.9058333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336030
2203900,"SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA",ST,USGS,-84.224,33.66577778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203900
2336138,"S.F. P'TREE CR AT IDLEWOOD RD, NEAR CLARKSTON, GA",ST,USGS,-84.2232538,33.8223264,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336138
2390090,"ETOWAH RIVER AT OLD FEDERAL ROAD, NR HIGHTOWER, GA",ST,USGS,-84.2224188,34.30842774,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02390090
2203950,"SNAPFINGER CREEK NEAR DECATUR, GA",ST,USGS,-84.2201982,33.7634389,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203950
2336139,"TRIB S FK P'TREE CR AT PINE VALLEY RD NR TUCKER,GA",ST,USGS,-84.21888889,33.84527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336139
2335580,"BIG CREEK AT GA 9, NEAR CUMMING, GA",ST,USGS,-84.2185305,34.15593045,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335580
2390000,"AMICALOLA CREEK NEAR DAWSONVILLE, GA.",ST,USGS,-84.2118618,34.42564847,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02390000
2206105,"JACKSON CREEK AT ANGELS LANE, NEAR LILBURN, GA",ST,USGS,-84.2115865,33.8867695,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02206105
2336137,"SOUTH FK PEACHTREE CR AT THEORY WAY NR TUCKER, GA",ST,USGS,-84.2105556,33.8258333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336137
2336135,"SOUTH FK PEACHTREE CR AT ELMDALE RD, NR TUCKER, GA",ST,USGS,-84.2086111,33.8408333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02336135
2390050,"ETOWAH RIVER AT KELLY BRIDGE ROAD, NEAR MATT, GA",ST,USGS,-84.2062222,34.35255556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02390050
2335000,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA",ST,USGS,-84.2019444,33.9972222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02335000
2203960,"SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA",ST,USGS,-84.1986111,33.69666667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203960
2203957,"BARBASHELA CR AT WOODWAY DR, NR STONE MOUNTAIN, GA",ST,USGS,-84.19138889,33.7383333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203957
2206136,"JACKSON CREEK TRIB 1 AT WILLIAMS RD, NR LILBURN,GA",ST,USGS,-84.1829739,33.88871424,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02206136
22039675,"MOUNTAIN CREEK NEAR PANOLA MOUNTAIN STATE PARK,GA",ST,USGS,-84.179363,33.63288726,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=022039675
3.34E+14,"LAKE PANOLA (PAN) AT PANOLA MTN STATE PARK, GA",LK,USGS,-84.1741667,33.6325,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=333757084102701
2203968,"TRIB TO MT C TRIB AT PANOLA MT PARK, GA",ST,USGS,-84.1735294,33.62983184,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203968
2203970,"MOUNTAIN C TRIB AT PANOLA MT PARK, GA",ST,USGS,-84.1721405,33.63177625,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02203970
2206165,"JACKSON CREEK TRIB 2 WORCHESTER PL, NR LILBURN, GA",ST,USGS,-84.16686189,33.90260299,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02206165
2207130,"STONE MTN CR AT SILVER HILL RD, NEAR STONE MTN, GA",ST,USGS,-84.1650556,33.8261111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207130
2206000,"SHETLEY CREEK NEAR NORCROSS, GA",ST,USGS,-84.1610279,33.95565735,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02206000
2204037,"POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA",ST,USGS,-84.1511667,33.66819444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204037
2204135,"CAMP CREEK TRIBUTARY AT GA 155, NR STOCKBRIDGE, GA",ST,USGS,-84.1475833,33.57638889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204135
2204010,"POLE BRIDGE CRK AT FAIRINGTON DR, NR LITHONIA, GA",ST,USGS,-84.1461111,33.69555556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204010
2207135,"LITTLE STONE MTN CR NEAR STONE MOUNTAIN, GA",ST,USGS,-84.1393333,33.83041667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207135
2334620,"DICK CREEK AT OLD ATLANTA RD, NEAR SUWANEE, GA",ST,USGS,-84.1301922,34.07148875,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334620
2204070,"SOUTH RIVER AT KLONDIKE ROAD, NEAR LITHONIA, GA",ST,USGS,-84.1285277,33.62983228,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204070
2389150,"ETOWAH RIVER AT GA 9, NEAR DAWSONVILLE, GA",ST,USGS,-84.1133333,34.35805556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02389150
2334652,CHATTAHOOCHEE R 0.96 MI US MCGINNIS FY SUWANEE GA,ST,USGS,-84.1106944,34.0588333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334652
2334653,CHATTAHOOCHEE R 0.76 MI US MCGINNIS FY SUWANEE GA,ST,USGS,-84.1090833,34.05630556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334653
2205865,"SWEETWATER CREEK AT CLUB DRIVE NEAR LILBURN, GA",ST,USGS,-84.1077778,33.9411111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02205865
2334654,"CHATTAHOOCHEE R 0.5 MI US MCGINNIS FY SUWANEE, GA",ST,USGS,-84.1052778,34.05388889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334654
2207000,"GARNER CREEK NEAR SNELLVILLE, GA",ST,USGS,-84.0971366,33.86260475,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207000
2334885,"SUWANEE CREEK AT SUWANEE, GA",ST,USGS,-84.08888889,34.0325,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334885
2207200,"SWIFT CREEK NEAR LITHONIA, GA",ST,USGS,-84.0844167,33.7488611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207200
2334430,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA",ST,USGS,-84.07888889,34.15694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334430
2334578,"LEVEL CREEK AT SUWANEE DAM ROAD, NEAR SUWANEE, GA",ST,USGS,-84.0780556,34.09638889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334578
2207160,"STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA",ST,USGS,-84.0771667,33.77327778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207160
2334401,"CHATTAHOOCHEE RIVER (BUFORD DAM) NR BUFORD, GA",ST,USGS,-84.0760222,34.16148807,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334401
2334400,"LAKE SIDNEY LANIER NEAR BUFORD, GA",LK,USGS,-84.0754666,34.16259917,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334400
2334480,"RICHLAND CREEK AT SUWANEE DAM ROAD, NEAR BUFORD,GA",ST,USGS,-84.07,34.1325,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334480
2334880,"MILL CREEK AT WILDWOOD ROAD, NEAR SUWANEE, GA",ST,USGS,-84.0699108,34.0281568,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334880
2389050,"ETOWAH RIVER 0.2 MI DS GA 53, NR DAWSONVILLE, GA",ST,USGS,-84.0647222,34.37944444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02389050
2204130,"HONEY CREEK AT GA 212, NEAR CONYERS, GA",ST,USGS,-84.0640805,33.57983406,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204130
2207220,"YELLOW RIVER AT PLEASANT HILL ROAD, NR LITHONIA,GA",ST,USGS,-84.061859,33.73371945,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207220
2207120,"YELLOW RIVER AT GA 124, NEAR LITHONIA, GA",ST,USGS,-84.0577778,33.7722222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207120
2388985,"RUSSELL CRK 0.3 MI DS HEAD LAKE NR DAWSONVILLE, GA",ST,USGS,-84.0566667,34.3986111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02388985
2205230,"WOLF CREEK TRIBUTARY AT DEAN ROAD, NR SUWANEE, GA",ST,USGS,-84.0490761,34.00121298,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02205230
2205596,"YELLOW R TRIB AT PLANTATION RD,NR LAWRENCEVILLE,GA",ST,USGS,-84.0460278,33.91263889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02205596
2207185,"NO BUSINESS CREEK AT LEE ROAD, BELOW SNELLVILLE,GA",ST,USGS,-84.0377778,33.7775,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207185
2205522,"PEW CREEK AT PATTERSON RD, NEAR LAWRENCEVILLE, GA",ST,USGS,-84.037688,33.92593719,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02205522
2206465,"WATSON CREEK TRIB 2, TANGLEWOOD DR, SNELLVILLE, GA",ST,USGS,-84.0354167,33.86302778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02206465
2388975,"ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA",ST,USGS,-84.0198056,34.4090833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02388975
2388970,"ETOWAH RIVER AT GA 136, NEAR LANDRUM, GA",ST,USGS,-84.0182429,34.4139846,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02388970
2205500,"PEW CREEK NEAR LAWRENCEVILLE, GA",ST,USGS,-84.0165756,33.93482609,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02205500
2205000,"WILDCAT CREEK NEAR LAWRENCEVILLE, GA",ST,USGS,-84.005,34.00194444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02205000
2207300,"YELLOW RIVER AT MILSTEAD, GA",ST,USGS,-83.9966667,33.6925,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207300
2207385,"BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA",ST,USGS,-83.99013889,33.81527778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207385
2207382,"BIG HAYNES CREEK AT PATE ROAD, NEAR SNELLVILLE, GA",ST,USGS,-83.9843542,33.82732938,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207382
2333970,"CHESTATEE RIVER AT GA 400, NEAR DAHLONEGA, GA",ST,USGS,-83.9685197,34.46676199,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02333970
2334775,"IVY CREEK AT HAMILTON MILL ROAD, NEAR BUFORD, GA",ST,USGS,-83.9637937,34.09843537,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334775
2209750,"TUSSAHAW CREEK NEAR JACKSON, GA",ST,USGS,-83.9635207,33.3787294,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02209750
2204520,"SOUTH RIVER AT GA 81, AT SNAPPING SHOALS, GA",ST,USGS,-83.9579722,33.4845833,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204520
2208130,"SHOAL CREEK AT PAPER MILL RD, NR LAWRENCEVILLE, GA",ST,USGS,-83.9483333,33.9497222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208130
2207400,"BRUSHY FORK CREEK AT BEAVER ROAD, NR LOGANVILLE,GA",ST,USGS,-83.9425,33.82138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207400
2333500,"CHESTATEE RIVER NEAR DAHLONEGA, GA",ST,USGS,-83.9397222,34.52805556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02333500
2208050,"ALCOVY RIVER NEAR LAWRENCEVILLE, GA",ST,USGS,-83.9391667,33.97855556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208050
2207335,"YELLOW RIVER AT GEES MILL ROAD, NEAR MILSTEAD, GA",ST,USGS,-83.9380556,33.66694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207335
2333105,"DICKS CREEK ABOVE WATERS CREEK, NEELS GAP, GA",ST,USGS,-83.9374102,34.68009185,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02333105
2207418,"BIG HAYNES CREEK AT JACK TURNER DAM,NR MILSTEAD GA",ST,USGS,-83.9372222,33.72916667,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207418
2207414,"RANDY POYNTER LAKE AT SPILLWAY, NEAR MILSTEAD, GA",LK,USGS,-83.93638889,33.73027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207414
3550500,"NOTTELY RIVER NEAR BLAIRSVILLE, GA",ST,USGS,-83.93601899,34.8412001,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03550500
2207448,"BIG HAYNES CREEK AT BALD ROCK ROAD, NR MILSTEAD GA",ST,USGS,-83.9277778,33.66138889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207448
2204810,"SOUTH R AT IS SHOAL RD NR SNAPPING SHOALS, GA",ST,USGS,-83.92713,33.4526168,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02204810
2207435,LITTLE HAYNES CREEK AT DIAL MILL RD NR MILSTEAD GA,ST,USGS,-83.9144444,33.7111111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02207435
2218565,"APALACHEE RIVER AT FENCE ROAD, NEAR DACULA, GA",ST,USGS,-83.8941667,34.01027778,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02218565
2208150,"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",ST,USGS,-83.8880556,33.91694444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208150
2334140,"FLAT CREEK AT MCEVER ROAD, NEAR GAINESVILLE, GA",ST,USGS,-83.8849016,34.26593458,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02334140
2208000,"YELLOW RIVER ROCKY PLAINS RD NR ROCKY PLAINS, GA",ST,USGS,-83.8841667,33.4998611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208000
2208192,"BAY CREEK AT SHANNON ROAD, NEAR LOGANVILLE, GA",ST,USGS,-83.8815698,33.87677506,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208192
2208005,"YELLOW RIVER AT GA 212, NEAR STEWART, GA",ST,USGS,-83.8807392,33.45428426,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208005
2211800,"TOWALIGA RIVER AT GA 83 NEAR JULIETTE, GA",ST,USGS,-83.870461,33.11485079,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02211800
2217274,"WHEELER CREEK AT BILL CHEEK ROAD, NEAR AUBURN, GA",ST,USGS,-83.8544444,34.0822222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217274
2208177,"CEDAR CREEK AT INDIAN SHOALS ROAD, NEAR DACULA, GA",ST,USGS,-83.8457339,33.91371957,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208177
2210500,"OCMULGEE RIVER NEAR JACKSON, GA",ST,USGS,-83.8373611,33.3126111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02210500
2208487,"LITTLE CORNISH CR (COUNTY ROAD 95) NR OXFORD, GA",ST,USGS,-83.8297222,33.67944444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208487
2209260,"ALCOVY R NEWTON FACTORY BRDG RD NR STEWART, GA",ST,USGS,-83.8282368,33.4495631,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02209260
2209000,"ALCOVY RIVER BELOW COVINGTON, GA",ST,USGS,-83.8249037,33.5059506,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02209000
2208485,"CORNISH CREEK AT LOWER JERSEY RD, NR COVINGTON, GA",ST,USGS,-83.8111111,33.7108333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208485
2208493,"CORNISH CREEK AT HAZELBRAND RD NR COVINGTON, GA",ST,USGS,-83.7988611,33.6285,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208493
2208198,"ALCOVY RIVER AT NEW HOPE CHURCH RD, NR MONROE, GA",ST,USGS,-83.7876766,33.8398336,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208198
2208450,"ALCOVY RIVER ABOVE COVINGTON, GA",ST,USGS,-83.7784167,33.63938889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208450
2209360,"EAST BEAR CREEK AT POPLAR ROAD, NR MANSFIELD, GA",ST,USGS,-83.77025,33.50725,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02209360
2208300,"ALCOVY RIVER AT US 78, NEAR MONROE, GA",ST,USGS,-83.7593423,33.80566829,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02208300
2330450,"CHATTAHOOCHEE RIVER AT HELEN, GA",ST,USGS,-83.72888889,34.7008333,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02330450
2212735,"OCMULGEE RIVER AT GA 18, AT DAMES FERRY, GA",ST,USGS,-83.7271944,33.0168611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02212735
2212600,"FALLING CREEK NEAR JULIETTE, GA",ST,USGS,-83.7231667,33.10030556,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02212600
3544970,"HIWASSEE RIVER AT RIVERSIDE DR, NR HIAWASSEE, GA",ST,USGS,-83.7223056,34.8836111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03544970
2217297,"MULBERRY CREEK NEAR WINDER, GA",ST,USGS,-83.7115595,34.0459422,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217297
2332017,"CHATTAHOOCHEE RIVER BELTON BRIDGE ROAD NR LULA, GA",ST,USGS,-83.685177,34.44537715,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02332017
2220788,"LITTLE RIVER AT NEWBORN RD NEAR NEWBORN, GA",ST,USGS,-83.6665278,33.5563611,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02220788
2217380,"MULBERRY RIVER AT GA 11, NEAR WINDER, GA",ST,USGS,-83.663502,34.05233168,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02217380
